供应商ID,材料分类,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
S113,C,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,4.0,2.0,0.0,10.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,7.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
S114,A,840.0,0.0,1.2,660.0,3.5999999999999996,7.199999999999999,3.5999999999999996,4.8,12.0,4.8,8.4,9.6,9.6,3.5999999999999996,12.0,6.0,8.4,3.5999999999999996,4.8,0.0,10.799999999999999,1.2,4.8,6.0,480.0,0.0,1.2,780.0,7.199999999999999,8.4,9.6,9.6,12.0,1.2,9.6,6.0,12.0,4.8,9.6,6.0,4.8,2.4,840.0,6.0,2.4,2.4,12.0,4.8,756.0,0.0,9.6,720.0,4.8,6.0,8.4,10.799999999999999,9.6,2.4,783.6,4.8,10.799999999999999,2.4,6.0,736.8,10.799999999999999,1.2,8.4,878.4,6.0,1.2,12.0,3.5999999999999996,576.0,1.2,3.5999999999999996,528.0,7.199999999999999,12.0,4.8,2.4,12.0,6.0,7.199999999999999,1.2,9.6,4.8,3.5999999999999996,9.6,12.0,8.4,10.799999999999999,2.4,3.5999999999999996,0.0,4.8,4.8,420.0,0.0,4.8,528.0,1.2,6.0,10.799999999999999,9.6,8.4,10.799999999999999,9.6,3.5999999999999996,2.4,3.5999999999999996,4.8,9.6,8.4,2.4,6.0,1.2,6.0,3.5999999999999996,1.2,3.5999999999999996,660.0,1.2,3.5999999999999996,804.0,4.8,3.5999999999999996,4.8,6.0,3.5999999999999996,1.2,8.4,4.8,4.8,6.0,3.5999999999999996,1.2,8.4,4.8,12.0,1.2,12.0,3.5999999999999996,7.199999999999999,3.5999999999999996,612.0,0.0,2.4,576.0,2.4,6.0,9.6,2.4,10.799999999999999,2.4,8.4,2.4,2.4,1.2,3.5999999999999996,876.0,3.5999999999999996,4.8,8.4,1.2,2.4,1.2,3.5999999999999996,2.4,408.0,0.0,6.0,864.0,3.5999999999999996,2.4,7.199999999999999,8.4,12.0,1.2,8.4,1.2,6.0,6.0,7.199999999999999,1.2,7.199999999999999,2.4,8.4,3.5999999999999996,8.4,4.8,8.4,1.2,576.0,0.0,4.8,480.0,9.6,4.8,9.6,8.4,8.4,4.8,12.0,3.5999999999999996,6.0,1.2,6.0,1.2,7.199999999999999,3.5999999999999996,3.5999999999999996,1.2,3.5999999999999996,6.0,8.4,1.2,552.0,1.2,3.5999999999999996,372.0,7.199999999999999,8.4,6.0,8.4,12.0,4.8,6.0,4.8,8.4,8.4,9.6,4.8,12.0,4.8,6.0,3.5999999999999996,8.4,4.8,3.5999999999999996,7.199999999999999
S115,A,2.4,0.0,1.2,105.6,2.4,0.0,0.0,0.0,3.5999999999999996,1.2,3.5999999999999996,2.4,4.8,0.0,6.0,0.0,2.4,0.0,2.4,0.0,1.2,0.0,2.4,0.0,3.5999999999999996,1.2,1.2,0.0,4.8,0.0,3.5999999999999996,0.0,2.4,0.0,216.0,0.0,3.5999999999999996,0.0,216.0,0.0,1.2,0.0,2.4,0.0,1.2,0.0,2.4,0.0,1.2,1.2,3.5999999999999996,0.0,1.2,0.0,4.8,0.0,1.2,0.0,0.0,0.0,6.0,0.0,3.5999999999999996,0.0,3.5999999999999996,0.0,2.4,0.0,0.0,1.2,6.0,1.2,2.4,0.0,4.8,0.0,3.5999999999999996,0.0,1.2,0.0,4.8,1.2,3.5999999999999996,1.2,4.8,0.0,7.199999999999999,3.5999999999999996,12.0,1.2,3.5999999999999996,0.0,1.2,0.0,1.2,0.0,3.5999999999999996,0.0,1.2,0.0,4.8,0.0,2.4,0.0,2.4,1.2,4.8,1.2,2.4,0.0,4.8,2.4,3.5999999999999996,0.0,2.4,0.0,1.2,0.0,4.8,0.0,6.0,0.0,2.4,0.0,9.6,0.0,4.8,0.0,1.2,0.0,4.8,0.0,1.2,0.0,8.4,1.2,2.4,0.0,1.2,0.0,1.2,0.0,1.2,0.0,4.8,0.0,6.0,1.2,0.0,0.0,1.2,0.0,2.4,0.0,2.4,0.0,0.0,0.0,1.2,1.2,2.4,0.0,1.2,0.0,3.5999999999999996,0.0,1.2,0.0,1.2,1.2,8.4,0.0,2.4,0.0,1.2,1.2,4.8,0.0,3.5999999999999996,0.0,3.5999999999999996,0.0,6.0,0.0,3.5999999999999996,0.0,3.5999999999999996,0.0,1.2,0.0,1.2,0.0,4.8,1.2,3.5999999999999996,0.0,3.5999999999999996,0.0,4.8,0.0,3.5999999999999996,0.0,1.2,0.0,3.5999999999999996,0.0,4.8,1.2,1.2,0.0,2.4,0.0,1.2,1.2,1.2,0.0,1.2,0.0,1.2,1.2,7.199999999999999,0.0,4.8,0.0,6.0,0.0,1.2,0.0,4.8,0.0,3.5999999999999996,1.2,7.199999999999999,0.0,2.4,1.2,6.0,0.0,2.4,1.2
S116,A,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.2,2.4,0.0,0.0,0.0,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.5999999999999996,0.0,1.2,0.0,1.2,2.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,8.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,1.2,1.2,9.6,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.5999999999999996,1.2,8.4,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0
S117,B,1.091,0.0,4.364,0.0,0.0,0.0,0.0,1.091,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,0.0,5.455,0.0,0.0,0.0,0.0,0.0,2.182,0.0,1.091,0.0,1.091,2.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182,1.091,0.0,0.0,0.0,5.455,1.091,1.091,0.0,0.0,0.0,1.091,1.091,0.0,0.0,2.182,1.091,1.091,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,1.091,1.091,9.818999999999999,0.0,0.0,0.0,0.0,1.091,1.091,0.0,0.0,1.091,0.0,0.0,1.091,1.091,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,8.728,2.182,1.091,0.0,0.0,0.0,0.0,1.091,1.091,1.091,1.091,1.091,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,3.2729999999999997,0.0,1.091,0.0,600.05,2.182,1.091,0.0,1.091,2.182,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,2.182,0.0,0.0,1.091,1.091,0.0,10.91,1.091,0.0,1.091,0.0,1.091,0.0,1.091,1.091,0.0,0.0,0.0,0.0,1.091,1.091,1.091,545.5,0.0,600.05,0.0,0.0,0.0,0.0,0.0,12.001,545.5,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,1.091,1.091,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,4.364,2.182,0.0,0.0,1.091,0.0,1.091,2.182,0.0,0.0,1.091,0.0,0.0,1.091,2.182,0.0,0.0,0.0,0.0,0.0,600.05,1.091,0.0,0.0,9.818999999999999,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,1.091,1.091,556.41,0.0,1.091,1.091,1.091,0.0
S118,B,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,229.10999999999999,1.091,0.0,0.0,218.2,0.0,1.091,196.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,218.2,0.0,0.0,1.091,0.0,3.2729999999999997,2.182,0.0,218.2,218.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.2,218.2,1.091,218.2,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,1.091,0.0,1.091,0.0,0.0,1.091,0.0,1.091,0.0,1.091,2.182,0.0,0.0,1.091,1.091,1.091,0.0,0.0,0.0,0.0,1.091,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,1.091,0.0,0.0,7.637,1.091,0.0,1.091,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,6.545999999999999,1.091,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,1.091,1.091,0.0,0.0,1.091,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,1.091,3.2729999999999997,0.0,8.728,2.182,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,3.2729999999999997,0.0,0.0,1.091,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S119,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,1.2,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,1.2,2.4,0.0,0.0,0.0,1.2,0.0,1.2,1.2,1.2,0.0,3.5999999999999996,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S120,B,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,1.091,2.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,2.182,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,3.2729999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2729999999999997,4.364,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,3.2729999999999997,1.091,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,2.182,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S121,A,0.0,0.0,0.0,0.0,0.0,21.599999999999998,36.0,0.0,1.2,9.6,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,24.0,3.5999999999999996,0.0,12.0,12.0,6.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,3.5999999999999996,1.2,1.2,0.0,0.0,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,1.2,1.2,2.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,1.2,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,0.0
S122,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2.4,1.2,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,1.2,0.0,3.5999999999999996,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,1.2,0.0,0.0,1.2,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,2.4,2.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.8,3.5999999999999996,0.0,7.199999999999999,1.2,1.2,0.0,0.0,0.0,2.4,1.2,0.0,0.0,0.0,1.2,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2
S123,A,1.2,12.0,12.0,12.0,24.0,24.0,36.0,24.0,24.0,48.0,24.0,36.0,24.0,24.0,12.0,36.0,24.0,24.0,36.0,24.0,36.0,120.0,36.0,36.0,24.0,24.0,36.0,36.0,36.0,36.0,24.0,24.0,36.0,48.0,24.0,120.0,24.0,36.0,36.0,36.0,36.0,24.0,36.0,12.0,12.0,24.0,36.0,48.0,36.0,36.0,24.0,24.0,36.0,24.0,24.0,24.0,36.0,36.0,24.0,24.0,24.0,24.0,48.0,36.0,48.0,24.0,24.0,24.0,24.0,12.0,36.0,24.0,36.0,36.0,48.0,36.0,48.0,36.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,36.0,36.0,24.0,12.0,12.0,12.0,12.0,12.0,24.0,36.0,36.0,36.0,36.0,48.0,36.0,36.0,36.0,24.0,36.0,24.0,36.0,48.0,36.0,24.0,24.0,24.0,24.0,12.0,24.0,12.0,24.0,36.0,24.0,24.0,24.0,36.0,60.0,24.0,36.0,12.0,24.0,24.0,24.0,24.0,24.0,24.0,36.0,24.0,24.0,36.0,24.0,24.0,48.0,132.0,36.0,36.0,24.0,24.0,24.0,24.0,60.0,24.0,36.0,24.0,24.0,24.0,84.0,36.0,36.0,84.0,60.0,24.0,24.0,24.0,24.0,36.0,24.0,24.0,36.0,24.0,24.0,36.0,36.0,36.0,24.0,36.0,24.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0,36.0,24.0,24.0,24.0,24.0,36.0,24.0,36.0,24.0,24.0,36.0,24.0,36.0,24.0,24.0,36.0,24.0,24.0,12.0,24.0,24.0,24.0,24.0,24.0,24.0,132.0,24.0,48.0,24.0,10.799999999999999,24.0,36.0,36.0,12.0,12.0,24.0,24.0,24.0,48.0,24.0,24.0,24.0,24.0,36.0,24.0,24.0,24.0,36.0,36.0,36.0,48.0,24.0,36.0,24.0,48.0,24.0,24.0
S124,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,21.82,0.0,1.091,3.2729999999999997,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,2.182,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,3.2729999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.637,2.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,1.091,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,1.091,2.182,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S125,B,0.0,0.0,0.0,54.55,0.0,0.0,54.55,1.091,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,1.091,3.2729999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.091,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,1.091,0.0,1.091,3.2729999999999997,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,1.091,0.0,6.545999999999999,3.2729999999999997,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,1.091,2.182,7.637,7.637,1.091,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,0.0,1.091,0.0,0.0,3.2729999999999997,0.0,1.091,2.182,0.0,0.0,0.0,1.091,3.2729999999999997,1.091,0.0,0.0,1.091,0.0,1.091,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,1.091,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,1.091,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0
